npy_path,label
C:\AUTSL_project\landmarks\train\0\519.npy,177
C:\AUTSL_project\landmarks\train\0\520.npy,85
C:\AUTSL_project\landmarks\train\0\521.npy,170
C:\AUTSL_project\landmarks\train\0\522.npy,136
C:\AUTSL_project\landmarks\train\0\523.npy,69
C:\AUTSL_project\landmarks\train\0\524.npy,39
C:\AUTSL_project\landmarks\train\0\525.npy,153
C:\AUTSL_project\landmarks\train\0\526.npy,74
C:\AUTSL_project\landmarks\train\0\527.npy,26
C:\AUTSL_project\landmarks\train\0\528.npy,166
C:\AUTSL_project\landmarks\train\0\529.npy,160
C:\AUTSL_project\landmarks\train\0\530.npy,57
C:\AUTSL_project\landmarks\train\0\531.npy,38
C:\AUTSL_project\landmarks\train\0\532.npy,187
C:\AUTSL_project\landmarks\train\0\533.npy,54
C:\AUTSL_project\landmarks\train\0\534.npy,112
C:\AUTSL_project\landmarks\train\0\535.npy,6
C:\AUTSL_project\landmarks\train\0\536.npy,223
C:\AUTSL_project\landmarks\train\0\537.npy,213
C:\AUTSL_project\landmarks\train\0\538.npy,200
C:\AUTSL_project\landmarks\train\0\539.npy,61
C:\AUTSL_project\landmarks\train\0\540.npy,204
C:\AUTSL_project\landmarks\train\0\541.npy,211
C:\AUTSL_project\landmarks\train\0\542.npy,127
C:\AUTSL_project\landmarks\train\0\543.npy,216
C:\AUTSL_project\landmarks\train\0\544.npy,148
C:\AUTSL_project\landmarks\train\0\545.npy,217
C:\AUTSL_project\landmarks\train\0\546.npy,100
C:\AUTSL_project\landmarks\train\0\547.npy,50
C:\AUTSL_project\landmarks\train\0\548.npy,12
C:\AUTSL_project\landmarks\train\0\549.npy,120
C:\AUTSL_project\landmarks\train\0\550.npy,123
C:\AUTSL_project\landmarks\train\0\551.npy,208
C:\AUTSL_project\landmarks\train\0\552.npy,139
C:\AUTSL_project\landmarks\train\0\553.npy,202
C:\AUTSL_project\landmarks\train\0\554.npy,170
C:\AUTSL_project\landmarks\train\0\555.npy,206
C:\AUTSL_project\landmarks\train\0\556.npy,39
C:\AUTSL_project\landmarks\train\0\557.npy,83
C:\AUTSL_project\landmarks\train\0\558.npy,218
C:\AUTSL_project\landmarks\train\0\559.npy,27
C:\AUTSL_project\landmarks\train\0\560.npy,62
C:\AUTSL_project\landmarks\train\0\561.npy,130
C:\AUTSL_project\landmarks\train\0\562.npy,125
C:\AUTSL_project\landmarks\train\0\563.npy,63
C:\AUTSL_project\landmarks\train\0\564.npy,114
C:\AUTSL_project\landmarks\train\0\565.npy,196
C:\AUTSL_project\landmarks\train\0\566.npy,61
C:\AUTSL_project\landmarks\train\0\567.npy,209
C:\AUTSL_project\landmarks\train\0\568.npy,154
C:\AUTSL_project\landmarks\train\0\569.npy,133
C:\AUTSL_project\landmarks\train\0\570.npy,150
C:\AUTSL_project\landmarks\train\0\571.npy,141
C:\AUTSL_project\landmarks\train\0\572.npy,206
C:\AUTSL_project\landmarks\train\0\573.npy,220
C:\AUTSL_project\landmarks\train\0\574.npy,214
C:\AUTSL_project\landmarks\train\0\575.npy,49
C:\AUTSL_project\landmarks\train\0\576.npy,43
C:\AUTSL_project\landmarks\train\0\577.npy,71
C:\AUTSL_project\landmarks\train\0\578.npy,114
C:\AUTSL_project\landmarks\train\0\579.npy,66
C:\AUTSL_project\landmarks\train\0\580.npy,189
C:\AUTSL_project\landmarks\train\0\581.npy,183
C:\AUTSL_project\landmarks\train\0\582.npy,42
C:\AUTSL_project\landmarks\train\0\583.npy,172
C:\AUTSL_project\landmarks\train\0\584.npy,161
C:\AUTSL_project\landmarks\train\0\585.npy,198
C:\AUTSL_project\landmarks\train\0\586.npy,119
C:\AUTSL_project\landmarks\train\0\587.npy,165
C:\AUTSL_project\landmarks\train\0\588.npy,188
C:\AUTSL_project\landmarks\train\0\589.npy,152
C:\AUTSL_project\landmarks\train\0\590.npy,15
C:\AUTSL_project\landmarks\train\0\591.npy,21
C:\AUTSL_project\landmarks\train\0\592.npy,146
C:\AUTSL_project\landmarks\train\0\593.npy,23
C:\AUTSL_project\landmarks\train\0\594.npy,93
C:\AUTSL_project\landmarks\train\0\595.npy,195
C:\AUTSL_project\landmarks\train\0\596.npy,137
C:\AUTSL_project\landmarks\train\0\597.npy,14
C:\AUTSL_project\landmarks\train\0\598.npy,49
C:\AUTSL_project\landmarks\train\0\599.npy,60
C:\AUTSL_project\landmarks\train\0\600.npy,204
C:\AUTSL_project\landmarks\train\0\601.npy,167
C:\AUTSL_project\landmarks\train\0\602.npy,160
C:\AUTSL_project\landmarks\train\0\603.npy,183
C:\AUTSL_project\landmarks\train\0\604.npy,200
C:\AUTSL_project\landmarks\train\0\605.npy,38
C:\AUTSL_project\landmarks\train\0\606.npy,223
C:\AUTSL_project\landmarks\train\0\607.npy,151
C:\AUTSL_project\landmarks\train\0\608.npy,218
C:\AUTSL_project\landmarks\train\0\609.npy,28
C:\AUTSL_project\landmarks\train\0\610.npy,111
C:\AUTSL_project\landmarks\train\0\611.npy,113
C:\AUTSL_project\landmarks\train\0\612.npy,220
C:\AUTSL_project\landmarks\train\0\613.npy,175
C:\AUTSL_project\landmarks\train\0\614.npy,196
C:\AUTSL_project\landmarks\train\0\615.npy,34
C:\AUTSL_project\landmarks\train\0\616.npy,136
C:\AUTSL_project\landmarks\train\0\617.npy,1
C:\AUTSL_project\landmarks\train\0\618.npy,144
C:\AUTSL_project\landmarks\train\0\619.npy,196
C:\AUTSL_project\landmarks\train\0\620.npy,46
C:\AUTSL_project\landmarks\train\0\621.npy,60
C:\AUTSL_project\landmarks\train\0\622.npy,150
C:\AUTSL_project\landmarks\train\0\623.npy,36
C:\AUTSL_project\landmarks\train\0\624.npy,74
C:\AUTSL_project\landmarks\train\0\625.npy,198
C:\AUTSL_project\landmarks\train\0\626.npy,176
C:\AUTSL_project\landmarks\train\0\627.npy,32
C:\AUTSL_project\landmarks\train\0\628.npy,75
C:\AUTSL_project\landmarks\train\0\629.npy,174
C:\AUTSL_project\landmarks\train\0\630.npy,21
C:\AUTSL_project\landmarks\train\0\631.npy,118
C:\AUTSL_project\landmarks\train\0\632.npy,188
C:\AUTSL_project\landmarks\train\0\633.npy,197
C:\AUTSL_project\landmarks\train\0\634.npy,103
C:\AUTSL_project\landmarks\train\0\635.npy,73
C:\AUTSL_project\landmarks\train\0\636.npy,88
C:\AUTSL_project\landmarks\train\0\637.npy,78
C:\AUTSL_project\landmarks\train\0\638.npy,92
C:\AUTSL_project\landmarks\train\0\639.npy,151
C:\AUTSL_project\landmarks\train\0\640.npy,171
C:\AUTSL_project\landmarks\train\0\641.npy,194
C:\AUTSL_project\landmarks\train\0\642.npy,212
C:\AUTSL_project\landmarks\train\0\643.npy,154
C:\AUTSL_project\landmarks\train\0\644.npy,108
C:\AUTSL_project\landmarks\train\0\645.npy,97
C:\AUTSL_project\landmarks\train\0\646.npy,70
C:\AUTSL_project\landmarks\train\0\647.npy,207
C:\AUTSL_project\landmarks\train\0\648.npy,181
C:\AUTSL_project\landmarks\train\0\649.npy,92
C:\AUTSL_project\landmarks\train\0\650.npy,12
C:\AUTSL_project\landmarks\train\0\651.npy,139
C:\AUTSL_project\landmarks\train\0\652.npy,31
C:\AUTSL_project\landmarks\train\0\653.npy,159
C:\AUTSL_project\landmarks\train\0\654.npy,16
C:\AUTSL_project\landmarks\train\0\655.npy,167
C:\AUTSL_project\landmarks\train\0\656.npy,126
C:\AUTSL_project\landmarks\train\0\657.npy,126
C:\AUTSL_project\landmarks\train\0\658.npy,151
C:\AUTSL_project\landmarks\train\0\659.npy,171
C:\AUTSL_project\landmarks\train\0\660.npy,146
C:\AUTSL_project\landmarks\train\0\661.npy,8
C:\AUTSL_project\landmarks\train\0\662.npy,184
C:\AUTSL_project\landmarks\train\0\663.npy,66
C:\AUTSL_project\landmarks\train\0\664.npy,145
C:\AUTSL_project\landmarks\train\0\665.npy,95
C:\AUTSL_project\landmarks\train\0\666.npy,213
C:\AUTSL_project\landmarks\train\0\667.npy,205
C:\AUTSL_project\landmarks\train\0\668.npy,144
C:\AUTSL_project\landmarks\train\0\669.npy,209
C:\AUTSL_project\landmarks\train\0\670.npy,5
C:\AUTSL_project\landmarks\train\0\671.npy,121
C:\AUTSL_project\landmarks\train\0\672.npy,219
C:\AUTSL_project\landmarks\train\0\673.npy,225
C:\AUTSL_project\landmarks\train\0\674.npy,32
C:\AUTSL_project\landmarks\train\0\675.npy,82
C:\AUTSL_project\landmarks\train\0\676.npy,159
C:\AUTSL_project\landmarks\train\0\677.npy,55
C:\AUTSL_project\landmarks\train\0\678.npy,99
C:\AUTSL_project\landmarks\train\0\679.npy,92
C:\AUTSL_project\landmarks\train\0\680.npy,168
C:\AUTSL_project\landmarks\train\0\681.npy,95
C:\AUTSL_project\landmarks\train\0\682.npy,161
C:\AUTSL_project\landmarks\train\0\683.npy,124
C:\AUTSL_project\landmarks\train\0\684.npy,122
C:\AUTSL_project\landmarks\train\0\685.npy,218
C:\AUTSL_project\landmarks\train\0\686.npy,164
C:\AUTSL_project\landmarks\train\0\687.npy,43
C:\AUTSL_project\landmarks\train\0\688.npy,158
C:\AUTSL_project\landmarks\train\0\689.npy,100
C:\AUTSL_project\landmarks\train\0\690.npy,129
C:\AUTSL_project\landmarks\train\0\691.npy,140
C:\AUTSL_project\landmarks\train\0\692.npy,148
C:\AUTSL_project\landmarks\train\0\693.npy,128
C:\AUTSL_project\landmarks\train\0\694.npy,94
C:\AUTSL_project\landmarks\train\0\695.npy,10
C:\AUTSL_project\landmarks\train\0\696.npy,100
C:\AUTSL_project\landmarks\train\0\697.npy,75
C:\AUTSL_project\landmarks\train\0\698.npy,182
C:\AUTSL_project\landmarks\train\0\699.npy,4
C:\AUTSL_project\landmarks\train\0\700.npy,127
C:\AUTSL_project\landmarks\train\0\701.npy,153
C:\AUTSL_project\landmarks\train\0\702.npy,53
C:\AUTSL_project\landmarks\train\0\703.npy,200
C:\AUTSL_project\landmarks\train\0\704.npy,200
C:\AUTSL_project\landmarks\train\0\705.npy,105
C:\AUTSL_project\landmarks\train\0\706.npy,131
C:\AUTSL_project\landmarks\train\0\707.npy,149
C:\AUTSL_project\landmarks\train\0\708.npy,20
C:\AUTSL_project\landmarks\train\0\709.npy,155
C:\AUTSL_project\landmarks\train\0\710.npy,86
C:\AUTSL_project\landmarks\train\0\711.npy,146
C:\AUTSL_project\landmarks\train\0\712.npy,90
C:\AUTSL_project\landmarks\train\0\713.npy,12
C:\AUTSL_project\landmarks\train\0\714.npy,66
C:\AUTSL_project\landmarks\train\0\715.npy,131
C:\AUTSL_project\landmarks\train\0\716.npy,156
C:\AUTSL_project\landmarks\train\0\717.npy,67
C:\AUTSL_project\landmarks\train\0\718.npy,33
C:\AUTSL_project\landmarks\train\0\719.npy,81
C:\AUTSL_project\landmarks\train\0\720.npy,80
C:\AUTSL_project\landmarks\train\0\721.npy,92
C:\AUTSL_project\landmarks\train\0\722.npy,60
C:\AUTSL_project\landmarks\train\0\723.npy,93
C:\AUTSL_project\landmarks\train\0\724.npy,44
C:\AUTSL_project\landmarks\train\0\725.npy,171
C:\AUTSL_project\landmarks\train\0\726.npy,119
C:\AUTSL_project\landmarks\train\0\727.npy,42
C:\AUTSL_project\landmarks\train\0\728.npy,189
C:\AUTSL_project\landmarks\train\0\729.npy,130
C:\AUTSL_project\landmarks\train\0\730.npy,57
C:\AUTSL_project\landmarks\train\0\731.npy,220
C:\AUTSL_project\landmarks\train\0\732.npy,125
C:\AUTSL_project\landmarks\train\0\733.npy,54
C:\AUTSL_project\landmarks\train\0\734.npy,137
C:\AUTSL_project\landmarks\train\0\735.npy,189
C:\AUTSL_project\landmarks\train\0\736.npy,103
C:\AUTSL_project\landmarks\train\0\737.npy,5
C:\AUTSL_project\landmarks\train\0\738.npy,206
C:\AUTSL_project\landmarks\train\0\739.npy,203
C:\AUTSL_project\landmarks\train\0\740.npy,150
C:\AUTSL_project\landmarks\train\0\741.npy,65
C:\AUTSL_project\landmarks\train\0\742.npy,106
C:\AUTSL_project\landmarks\train\0\743.npy,110
C:\AUTSL_project\landmarks\train\0\744.npy,48
C:\AUTSL_project\landmarks\train\0\745.npy,104
C:\AUTSL_project\landmarks\train\0\746.npy,218
C:\AUTSL_project\landmarks\train\0\747.npy,181
C:\AUTSL_project\landmarks\train\0\748.npy,186
C:\AUTSL_project\landmarks\train\0\749.npy,58
C:\AUTSL_project\landmarks\train\0\750.npy,29
C:\AUTSL_project\landmarks\train\0\751.npy,147
C:\AUTSL_project\landmarks\train\0\752.npy,34
C:\AUTSL_project\landmarks\train\0\753.npy,61
C:\AUTSL_project\landmarks\train\0\754.npy,81
C:\AUTSL_project\landmarks\train\0\755.npy,8
C:\AUTSL_project\landmarks\train\0\756.npy,135
C:\AUTSL_project\landmarks\train\0\757.npy,201
C:\AUTSL_project\landmarks\train\0\758.npy,76
C:\AUTSL_project\landmarks\train\0\759.npy,72
C:\AUTSL_project\landmarks\train\0\760.npy,95
C:\AUTSL_project\landmarks\train\0\761.npy,82
C:\AUTSL_project\landmarks\train\0\762.npy,201
C:\AUTSL_project\landmarks\train\0\763.npy,107
C:\AUTSL_project\landmarks\train\0\764.npy,222
C:\AUTSL_project\landmarks\train\0\765.npy,53
C:\AUTSL_project\landmarks\train\0\766.npy,17
C:\AUTSL_project\landmarks\train\0\767.npy,19
C:\AUTSL_project\landmarks\train\0\768.npy,99
C:\AUTSL_project\landmarks\train\0\769.npy,73
C:\AUTSL_project\landmarks\train\0\770.npy,65
C:\AUTSL_project\landmarks\train\0\771.npy,51
C:\AUTSL_project\landmarks\train\0\772.npy,158
C:\AUTSL_project\landmarks\train\0\773.npy,111
C:\AUTSL_project\landmarks\train\0\774.npy,40
C:\AUTSL_project\landmarks\train\0\775.npy,6
C:\AUTSL_project\landmarks\train\0\776.npy,224
C:\AUTSL_project\landmarks\train\0\777.npy,175
C:\AUTSL_project\landmarks\train\0\778.npy,109
C:\AUTSL_project\landmarks\train\0\779.npy,22
C:\AUTSL_project\landmarks\train\0\780.npy,17
C:\AUTSL_project\landmarks\train\0\781.npy,158
C:\AUTSL_project\landmarks\train\0\782.npy,221
C:\AUTSL_project\landmarks\train\0\783.npy,137
C:\AUTSL_project\landmarks\train\0\784.npy,169
C:\AUTSL_project\landmarks\train\0\785.npy,38
C:\AUTSL_project\landmarks\train\0\786.npy,44
C:\AUTSL_project\landmarks\train\0\787.npy,163
C:\AUTSL_project\landmarks\train\0\788.npy,132
C:\AUTSL_project\landmarks\train\0\789.npy,64
C:\AUTSL_project\landmarks\train\0\790.npy,71
C:\AUTSL_project\landmarks\train\0\791.npy,17
C:\AUTSL_project\landmarks\train\0\792.npy,12
C:\AUTSL_project\landmarks\train\0\793.npy,105
C:\AUTSL_project\landmarks\train\0\794.npy,10
C:\AUTSL_project\landmarks\train\0\795.npy,51
C:\AUTSL_project\landmarks\train\0\796.npy,198
C:\AUTSL_project\landmarks\train\0\797.npy,27
C:\AUTSL_project\landmarks\train\0\798.npy,29
C:\AUTSL_project\landmarks\train\0\799.npy,49
C:\AUTSL_project\landmarks\train\0\800.npy,134
C:\AUTSL_project\landmarks\train\0\801.npy,142
C:\AUTSL_project\landmarks\train\0\802.npy,174
C:\AUTSL_project\landmarks\train\0\803.npy,48
C:\AUTSL_project\landmarks\train\0\804.npy,203
C:\AUTSL_project\landmarks\train\0\805.npy,208
C:\AUTSL_project\landmarks\train\0\806.npy,83
C:\AUTSL_project\landmarks\train\0\807.npy,146
C:\AUTSL_project\landmarks\train\0\808.npy,41
C:\AUTSL_project\landmarks\train\0\809.npy,42
C:\AUTSL_project\landmarks\train\0\810.npy,192
C:\AUTSL_project\landmarks\train\0\811.npy,75
C:\AUTSL_project\landmarks\train\0\812.npy,7
C:\AUTSL_project\landmarks\train\0\813.npy,172
C:\AUTSL_project\landmarks\train\0\814.npy,89
C:\AUTSL_project\landmarks\train\0\815.npy,186
C:\AUTSL_project\landmarks\train\0\816.npy,171
C:\AUTSL_project\landmarks\train\0\817.npy,213
C:\AUTSL_project\landmarks\train\0\818.npy,121
C:\AUTSL_project\landmarks\train\0\819.npy,176
C:\AUTSL_project\landmarks\train\0\820.npy,70
C:\AUTSL_project\landmarks\train\0\821.npy,172
C:\AUTSL_project\landmarks\train\0\822.npy,155
C:\AUTSL_project\landmarks\train\0\823.npy,87
C:\AUTSL_project\landmarks\train\0\824.npy,45
C:\AUTSL_project\landmarks\train\0\825.npy,84
C:\AUTSL_project\landmarks\train\0\826.npy,201
C:\AUTSL_project\landmarks\train\0\827.npy,128
C:\AUTSL_project\landmarks\train\0\828.npy,194
C:\AUTSL_project\landmarks\train\0\829.npy,164
C:\AUTSL_project\landmarks\train\0\830.npy,123
C:\AUTSL_project\landmarks\train\0\831.npy,21
C:\AUTSL_project\landmarks\train\0\832.npy,168
C:\AUTSL_project\landmarks\train\0\833.npy,180
C:\AUTSL_project\landmarks\train\0\834.npy,113
C:\AUTSL_project\landmarks\train\0\835.npy,186
C:\AUTSL_project\landmarks\train\0\836.npy,72
C:\AUTSL_project\landmarks\train\0\837.npy,193
C:\AUTSL_project\landmarks\train\0\838.npy,39
C:\AUTSL_project\landmarks\train\0\839.npy,111
C:\AUTSL_project\landmarks\train\0\840.npy,158
C:\AUTSL_project\landmarks\train\0\841.npy,15
C:\AUTSL_project\landmarks\train\0\842.npy,152
C:\AUTSL_project\landmarks\train\0\843.npy,64
C:\AUTSL_project\landmarks\train\0\844.npy,90
C:\AUTSL_project\landmarks\train\0\845.npy,52
C:\AUTSL_project\landmarks\train\0\846.npy,48
C:\AUTSL_project\landmarks\train\0\847.npy,85
C:\AUTSL_project\landmarks\train\0\848.npy,95
C:\AUTSL_project\landmarks\train\0\849.npy,216
C:\AUTSL_project\landmarks\train\0\850.npy,149
C:\AUTSL_project\landmarks\train\0\851.npy,180
C:\AUTSL_project\landmarks\train\0\852.npy,33
C:\AUTSL_project\landmarks\train\0\853.npy,203
C:\AUTSL_project\landmarks\train\0\854.npy,105
C:\AUTSL_project\landmarks\train\0\855.npy,202
C:\AUTSL_project\landmarks\train\0\856.npy,195
C:\AUTSL_project\landmarks\train\0\857.npy,138
C:\AUTSL_project\landmarks\train\0\858.npy,93
C:\AUTSL_project\landmarks\train\0\859.npy,132
C:\AUTSL_project\landmarks\train\0\860.npy,113
C:\AUTSL_project\landmarks\train\0\861.npy,210
C:\AUTSL_project\landmarks\train\0\862.npy,101
C:\AUTSL_project\landmarks\train\0\863.npy,78
C:\AUTSL_project\landmarks\train\0\864.npy,4
C:\AUTSL_project\landmarks\train\0\865.npy,65
C:\AUTSL_project\landmarks\train\0\866.npy,95
C:\AUTSL_project\landmarks\train\0\867.npy,97
C:\AUTSL_project\landmarks\train\0\868.npy,174
C:\AUTSL_project\landmarks\train\0\869.npy,90
C:\AUTSL_project\landmarks\train\0\870.npy,51
C:\AUTSL_project\landmarks\train\0\871.npy,172
C:\AUTSL_project\landmarks\train\0\872.npy,106
C:\AUTSL_project\landmarks\train\0\873.npy,12
C:\AUTSL_project\landmarks\train\0\874.npy,167
C:\AUTSL_project\landmarks\train\0\875.npy,205
C:\AUTSL_project\landmarks\train\0\876.npy,210
C:\AUTSL_project\landmarks\train\0\877.npy,179
C:\AUTSL_project\landmarks\train\0\878.npy,64
C:\AUTSL_project\landmarks\train\0\879.npy,193
C:\AUTSL_project\landmarks\train\0\880.npy,112
C:\AUTSL_project\landmarks\train\0\881.npy,51
C:\AUTSL_project\landmarks\train\0\882.npy,184
C:\AUTSL_project\landmarks\train\0\883.npy,217
C:\AUTSL_project\landmarks\train\0\884.npy,29
C:\AUTSL_project\landmarks\train\0\885.npy,160
C:\AUTSL_project\landmarks\train\0\886.npy,56
C:\AUTSL_project\landmarks\train\0\887.npy,127
C:\AUTSL_project\landmarks\train\0\888.npy,147
C:\AUTSL_project\landmarks\train\0\889.npy,46
C:\AUTSL_project\landmarks\train\0\890.npy,105
C:\AUTSL_project\landmarks\train\0\891.npy,6
C:\AUTSL_project\landmarks\train\0\892.npy,0
C:\AUTSL_project\landmarks\train\0\893.npy,159
C:\AUTSL_project\landmarks\train\0\894.npy,119
C:\AUTSL_project\landmarks\train\0\895.npy,191
C:\AUTSL_project\landmarks\train\0\896.npy,124
C:\AUTSL_project\landmarks\train\0\897.npy,13
C:\AUTSL_project\landmarks\train\0\898.npy,52
C:\AUTSL_project\landmarks\train\0\899.npy,187
C:\AUTSL_project\landmarks\train\0\900.npy,211
C:\AUTSL_project\landmarks\train\0\901.npy,109
C:\AUTSL_project\landmarks\train\0\902.npy,41
C:\AUTSL_project\landmarks\train\0\903.npy,142
C:\AUTSL_project\landmarks\train\0\904.npy,89
C:\AUTSL_project\landmarks\train\0\905.npy,210
C:\AUTSL_project\landmarks\train\0\906.npy,23
C:\AUTSL_project\landmarks\train\0\907.npy,11
C:\AUTSL_project\landmarks\train\0\908.npy,103
C:\AUTSL_project\landmarks\train\0\909.npy,72
C:\AUTSL_project\landmarks\train\0\910.npy,96
C:\AUTSL_project\landmarks\train\0\911.npy,86
C:\AUTSL_project\landmarks\train\0\912.npy,216
C:\AUTSL_project\landmarks\train\0\913.npy,212
C:\AUTSL_project\landmarks\train\0\914.npy,181
C:\AUTSL_project\landmarks\train\0\915.npy,145
C:\AUTSL_project\landmarks\train\0\916.npy,174
C:\AUTSL_project\landmarks\train\0\917.npy,176
C:\AUTSL_project\landmarks\train\0\918.npy,44
C:\AUTSL_project\landmarks\train\0\919.npy,172
C:\AUTSL_project\landmarks\train\0\920.npy,85
C:\AUTSL_project\landmarks\train\0\921.npy,148
C:\AUTSL_project\landmarks\train\0\922.npy,116
C:\AUTSL_project\landmarks\train\0\923.npy,43
C:\AUTSL_project\landmarks\train\0\924.npy,81
C:\AUTSL_project\landmarks\train\0\925.npy,211
C:\AUTSL_project\landmarks\train\0\926.npy,178
C:\AUTSL_project\landmarks\train\0\927.npy,45
C:\AUTSL_project\landmarks\train\0\928.npy,89
C:\AUTSL_project\landmarks\train\0\929.npy,110
C:\AUTSL_project\landmarks\train\0\930.npy,131
C:\AUTSL_project\landmarks\train\0\931.npy,121
C:\AUTSL_project\landmarks\train\0\932.npy,211
C:\AUTSL_project\landmarks\train\0\933.npy,32
C:\AUTSL_project\landmarks\train\0\934.npy,67
C:\AUTSL_project\landmarks\train\0\935.npy,224
C:\AUTSL_project\landmarks\train\0\936.npy,3
C:\AUTSL_project\landmarks\train\0\937.npy,42
C:\AUTSL_project\landmarks\train\0\938.npy,76
C:\AUTSL_project\landmarks\train\0\939.npy,61
C:\AUTSL_project\landmarks\train\0\940.npy,7
C:\AUTSL_project\landmarks\train\0\941.npy,206
C:\AUTSL_project\landmarks\train\0\942.npy,38
C:\AUTSL_project\landmarks\train\0\943.npy,24
C:\AUTSL_project\landmarks\train\0\944.npy,176
C:\AUTSL_project\landmarks\train\0\945.npy,134
C:\AUTSL_project\landmarks\train\0\946.npy,132
C:\AUTSL_project\landmarks\train\0\947.npy,185
C:\AUTSL_project\landmarks\train\0\948.npy,221
C:\AUTSL_project\landmarks\train\0\949.npy,119
C:\AUTSL_project\landmarks\train\0\950.npy,39
C:\AUTSL_project\landmarks\train\0\951.npy,141
C:\AUTSL_project\landmarks\train\0\952.npy,165
C:\AUTSL_project\landmarks\train\0\953.npy,85
C:\AUTSL_project\landmarks\train\0\954.npy,194
C:\AUTSL_project\landmarks\train\0\955.npy,211
C:\AUTSL_project\landmarks\train\0\956.npy,12
C:\AUTSL_project\landmarks\train\0\957.npy,129
C:\AUTSL_project\landmarks\train\0\958.npy,204
C:\AUTSL_project\landmarks\train\0\959.npy,185
C:\AUTSL_project\landmarks\train\0\960.npy,43
C:\AUTSL_project\landmarks\train\0\961.npy,180
C:\AUTSL_project\landmarks\train\0\962.npy,214
C:\AUTSL_project\landmarks\train\0\963.npy,159
C:\AUTSL_project\landmarks\train\0\964.npy,74
C:\AUTSL_project\landmarks\train\0\965.npy,25
C:\AUTSL_project\landmarks\train\0\966.npy,30
C:\AUTSL_project\landmarks\train\0\967.npy,139
C:\AUTSL_project\landmarks\train\0\968.npy,155
C:\AUTSL_project\landmarks\train\0\969.npy,105
C:\AUTSL_project\landmarks\train\0\970.npy,41
